rawName,id,name,damageType,damage,knockback,speed,autoswing,rarity,sell,obtained,material,tooltip,subclass,progression tier
Hellwing_Bow,3019,Hellwing Bow,Ranged,22,Average,Very fast,TRUE,3,2 Gold 50 Silver Coins,Chest,FALSE,Wooden arrows turn into flaming bats,Bows,Pre-Wall of Flesh
Hive-Five,5294,Hive-Five,Melee,24,Weak,Fast,FALSE,3,70 Silver Coins,Crafting,FALSE,Summons killer bees after striking your foe,Yoyos,Pre-Skeletron
Hornet_Staff,2364,Hornet Staff,Summon,12,Very weak,Fast,TRUE,3,70 Silver Coins,Crafting,FALSE,Summons a hornet to fight for you,Summons,Pre-Skeletron
Houndius_Shootius,5119,Houndius Shootius,Summon,24,Very strong,Average,FALSE,2,1 Gold 50 Silver Coins,Drop,FALSE,"Summons a sentry | Summons an arcane construct to shoot optic blasts at your enemies | 'Oh me oh my, look at that eye!'",Sentries,Pre-Skeletron
Ice_Blade,724,Ice Blade,Melee,17,Average,Very fast,TRUE,1,40 Silver Coins,Chest,FALSE,Shoots an icy bolt,Swords,Pre-Bosses
Ice_Boomerang,670,Ice Boomerang,Melee,21,Very strong,Very fast,FALSE,1,1 Gold Coin,Chest,TRUE,,Boomerangs,Pre-Bosses
Ice_Bow,725,Ice Bow,Ranged,39,Average,Very fast,TRUE,5,5 Gold Coins,Drop,FALSE,Shoots frost arrows,Bows,Pre-mechanical bosses
Ice_Rod,496,Ice Rod,Magic,28,Very weak,Very fast,TRUE,4,10 Gold Coins,Buy,FALSE,Summons a block of ice,Wands,Pre-mechanical bosses
Ice_Sickle,1306,Ice Sickle,Melee,50,Average,Fast,FALSE,5,5 Gold Coins,Drop,FALSE,Shoots an icy sickle,Swords,Pre-mechanical bosses
Imp_Staff,2365,Imp Staff,Summon,17,Very weak,Very slow,TRUE,3,54 Silver Coins,Crafting,FALSE,Summons an imp to fight for you,Summons,Pre-Skeletron
Inferno_Fork,1445,Inferno Fork,Magic,70,Average,Average,TRUE,8,6 Gold Coins,Drop,FALSE,Launches a ball of fire that explodes into a raging inferno,Wands,Pre-Golem
Influx_Waver,2880,Influx Waver,Melee,100,Average,Very fast,TRUE,8,10 Gold Coins,Drop,TRUE,,Swords,Pre-Lunatic Cultist
Iron_Bow,99,Iron Bow,Ranged,8,No knockback,Average,FALSE,0,2 Silver 80 Copper Coins,Crafting,FALSE,,Bows,Pre-Bosses
Iron_Broadsword,4,Iron Broadsword,Melee,12,Average,Very fast,FALSE,0,3 Silver 60 Copper Coins,Crafting,FALSE,,Swords,Pre-Bosses
Iron_Shortsword,6,Iron Shortsword,Melee,8,Weak,Very fast,FALSE,0,2 Silver 80 Copper Coins,Crafting,FALSE,,Swords,Pre-Bosses
Jack_%27O_Lantern_Launcher,1784,Jack 'O Lantern Launcher,Ranged,65,Average,Fast,TRUE,8,10 Gold Coins,Drop,FALSE,,Launchers,Pre-Golem
Jousting_Lance,4788,Jousting Lance,Melee,60,Insane,Fast,FALSE,4,1 Gold 20 Silver Coins,Buy,FALSE,Build momentum to increase attack power | 'Have at thee!',,Pre-mechanical bosses
KO_Cannon,1314,KO Cannon,Melee,40,Strong,Average,TRUE,4,3 Gold 50 Silver Coins,Drop,FALSE,Shoots a boxing glove,Flails,Pre-mechanical bosses
Kaleidoscope,4914,Kaleidoscope,Summon,180,Weak,Average,FALSE,8,5 Gold Coins,Drop,FALSE,20 summon tag damage | 10% summon tag critical strike chance | Your summons will focus struck enemies,Whips,Pre-Lunatic Cultist
Katana,2273,Katana,Melee,18,Weak,Very fast,TRUE,1,2 Gold Coins,Buy,FALSE,,Swords,Pre-Bosses
Keybrand,671,Keybrand,Melee,105,Strong,Very fast,TRUE,8,4 Gold Coins,Drop,FALSE,Deals more damage to injured foes,Swords,Pre-Golem
Kraken,3291,Kraken,Melee,95,Average,Fast,FALSE,8,11 Gold Coins,Drop,FALSE,,Yoyos,Pre-Golem
Laser_Machinegun,2795,Laser Machinegun,Magic,60,Very weak,Very fast,FALSE,8,10 Gold Coins,Drop,FALSE,,Magic Guns,Pre-Lunatic Cultist
Laser_Rifle,514,Laser Rifle,Magic,29,Very weak,Very fast,TRUE,4,3 Gold Coins,Drop,FALSE,,Magic Guns,Pre-mechanical bosses
Last_Prism,3541,Last Prism,Magic,100,Extremely weak,Very fast,FALSE,10,10 Gold Coins,Drop,FALSE,Fire a lifeform disintegration rainbow',,Endgame
Lead_Bow,3492,Lead Bow,Ranged,9,No knockback,Average,FALSE,0,4 Silver 20 Copper Coins,Crafting,FALSE,,Bows,Pre-Bosses
Lead_Broadsword,3496,Lead Broadsword,Melee,13,Average,Very fast,FALSE,0,5 Silver 40 Copper Coins,Crafting,FALSE,,Swords,Pre-Bosses
Lead_Shortsword,3495,Lead Shortsword,Melee,9,Weak,Very fast,FALSE,0,4 Silver 20 Copper Coins,Crafting,FALSE,,Swords,Pre-Bosses
Leaf_Blower,1178,Leaf Blower,Magic,48,Weak,Insanely fast,TRUE,7,6 Gold Coins,Drop,FALSE,Rapidly shoots razor sharp leaves,Magic Guns,Pre-Golem
Leather_Whip,4672,Leather Whip,Summon,14,Extremely weak,Average,FALSE,1,2 Gold Coins,Buy,FALSE,4 summon tag damage | Your summons will focus struck enemies | 'Die monster!',Whips,Pre-Bosses
Life_Drain,3006,Life Drain,Magic,35,Very weak,Very fast,TRUE,5,8 Gold Coins,Drop,FALSE,Drains life from enemies,Wands,Pre-mechanical bosses
Light_Disc,561,Light Disc,Melee,60,Very strong,Very fast,TRUE,5,15 Gold Coins,Crafting,FALSE,"Greetings, programs!'",Boomerangs,Pre-Plantera
Light%27s_Bane,46,Light's Bane,Melee,16,Average,Very fast,FALSE,1,27 Silver Coins,Crafting,TRUE,,Swords,Pre-Bosses
Lightning_Aura_Cane,3830,Lightning Aura Cane,Summon,11,Extremely weak,Average,FALSE,5,5 Gold Coins,Buy | Crafting,TRUE,Summons a sentry | An aura that repeatedly zaps enemies that go inside | Aura damage penetrates enemy defense | Hits quickly at the expense of 50% tag damage | Costs 10 Etherian Mana per use while defending an Eternia Crystal,Sentries,Pre-Plantera
Lightning_Aura_Rod,3829,Lightning Aura Rod,Summon,4,Extremely weak,Average,FALSE,3,1 Gold Coin,Buy | Crafting,TRUE,Summons a sentry | An aura that repeatedly zaps enemies that go inside | Aura damage penetrates enemy defense | Hits quickly at the expense of 50% tag damage | Costs 10 Etherian Mana per use while defending an Eternia Crystal,Sentries,Pre-Skeletron
Lightning_Aura_Staff,3831,Lightning Aura Staff,Summon,34,Extremely weak,Average,FALSE,8,15 Gold Coins,Buy | Crafting,TRUE,Summons a sentry | An aura that repeatedly zaps enemies that go inside | Aura damage penetrates enemy defense | Hits quickly at the expense of 50% tag damage | Costs 10 Etherian Mana per use while defending an Eternia Crystal,Sentries,Pre-Lunatic Cultist
Lunar_Flare,3570,Lunar Flare,Magic,100,Average,Very fast,TRUE,10,10 Gold Coins,Drop,FALSE,Rains down lunar flares,Spell Tomes,Endgame
Lunar_Portal_Staff,3569,Lunar Portal Staff,Summon,100,Very strong,Average,FALSE,10,10 Gold Coins,Drop,FALSE,Summons a sentry | Summons a lunar portal to shoot lasers at your enemies,Sentries,Endgame
Mace,5011,Mace,Melee,18,Average,Very slow,FALSE,1,2 Gold Coins,Chest,TRUE,Can be upgraded with torches,Flails,Pre-Bosses
Magic_Dagger,517,Magic Dagger,Magic,35,Weak,Insanely fast,TRUE,4,5 Gold Coins,Drop,FALSE,A magical returning dagger,,Pre-mechanical bosses
Magic_Missile,113,Magic Missile,Magic,35,Very strong,Fast,FALSE,2,1 Gold 75 Silver Coins,Chest,TRUE,Casts a controllable missile,Wands,Pre-Wall of Flesh
Magical_Harp,494,Magical Harp,Magic,42,Very weak,Very fast,TRUE,5,4 Gold Coins,Crafting,FALSE,,,Pre-Plantera
Magnet_Sphere,1266,Magnet Sphere,Magic,48,Average,Very fast,FALSE,8,10 Gold Coins,Drop,FALSE,,Spell Tomes,Pre-Golem
Malaise,3279,Malaise,Melee,16,Average,Fast,FALSE,1,1 Gold Coin,Crafting,FALSE,,Yoyos,Pre-Bosses
Mandible_Blade,3772,Mandible Blade,Melee,16,Average,Very fast,TRUE,2,10 Silver Coins,Drop,FALSE,,Swords,Pre-Bosses
Marrow,682,Marrow,Ranged,53,Average,Very fast,TRUE,5,54 Silver Coins,Drop,FALSE,,Bows,Pre-mechanical bosses
Medusa_Head,3269,Medusa Head,Magic,40,Very weak,Very fast,TRUE,4,4 Gold Coins,Drop,FALSE,,,Pre-mechanical bosses
Megashark,533,Megashark,Ranged,25,Extremely weak,Insanely fast,TRUE,5,7 Gold Coins,Crafting,FALSE,50% chance to not consume ammo | 'Minishark's older brother',Guns,Pre-Plantera
Meowmere,3063,Meowmere,Melee,200,Strong,Very fast,TRUE,10,20 Gold Coins,Drop,TRUE,,Swords,Endgame
Meteor_Staff,2750,Meteor Staff,Magic,50,Average,Very fast,TRUE,5,2 Gold Coins,Crafting,FALSE,Showers meteors,Wands,Pre-mechanical bosses
Minishark,98,Minishark,Ranged,6,No knockback,Insanely fast,TRUE,2,7 Gold Coins,Buy,TRUE,"33% chance to not consume ammo | 'Half shark, half gun, completely awesome.'",Guns,Pre-Bosses
Molten_Fury,120,Molten Fury,Ranged,31,Very weak,Fast,FALSE,3,54 Silver Coins,Crafting,FALSE,Lights wooden arrows ablaze,Bows,Pre-Skeletron
Morning_Star,4679,Morning Star,Summon,165,Extremely strong,Slow,FALSE,8,6 Gold Coins,Drop,FALSE,5 summon tag damage | 5% summon tag critical strike chance | Your summons will focus struck enemies,Whips,Pre-Golem
Muramasa,155,Muramasa,Melee,24,Very weak,Very fast,TRUE,2,1 Gold 75 Silver Coins,Chest,TRUE,,Swords,Pre-Wall of Flesh
Mushroom_Spear,756,Mushroom Spear,Melee,60,Strong,Very slow,FALSE,7,14 Gold Coins,Buy,FALSE,,Spears,Pre-Plantera
Musket,96,Musket,Ranged,31,Average,Slow,FALSE,1,1 Gold 50 Silver Coins,Chest,FALSE,"I have to be ready, said the minuteman'",Guns,Pre-Bosses
Mythril_Halberd,390,Mythril Halberd,Melee,45,Average,Average,FALSE,4,1 Gold 35 Silver Coins,Crafting,FALSE,,Spears,Pre-mechanical bosses
Mythril_Repeater,436,Mythril Repeater,Ranged,39,Very weak,Very fast,TRUE,4,1 Gold 80 Silver Coins,Crafting,FALSE,,Bows,Pre-mechanical bosses
Mythril_Sword,484,Mythril Sword,Melee,50,Average,Very fast,TRUE,4,2 Gold 7 Silver Coins,Crafting,FALSE,,Swords,Pre-mechanical bosses
Nail_Gun,3107,Nail Gun,Ranged,85,No knockback,Very fast,TRUE,8,10 Gold Coins,Drop,FALSE,,Launchers,Pre-Golem
Nebula_Arcanum,3476,Nebula Arcanum,Magic,70,Average,Average,TRUE,10,10 Gold Coins,Crafting,FALSE,Conjure masses of astral energy to chase down your foes',,Pre-Moon Lord
Nebula_Blaze,3542,Nebula Blaze,Magic,130,Very weak,Very fast,TRUE,10,10 Gold Coins,Crafting,FALSE,From Orion's belt to the palm of your hand',,Pre-Moon Lord
Nettle_Burst,788,Nettle Burst,Magic,35,Extremely weak,Fast,TRUE,7,4 Gold Coins,Drop,FALSE,Ignores 10 points of enemy Defense,Wands,Pre-Golem
Night%27s_Edge,273,Night's Edge,Melee,40,Average,Fast,TRUE,3,4 Gold Coins,Crafting,TRUE,,Swords,Pre-Wall of Flesh
Nightglow,4952,Nightglow,Magic,50,Very weak,Very slow,TRUE,8,5 Gold Coins,Drop,FALSE,,,Pre-Lunatic Cultist
Nimbus_Rod,1244,Nimbus Rod,Magic,30,No knockback,Fast,FALSE,6,3 Gold 50 Silver Coins,Drop,FALSE,Summons a cloud to rain down on your foes,,Pre-mechanical bosses
North_Pole,1947,North Pole,Melee,80,Strong,Average,FALSE,7,9 Gold Coins,Drop,FALSE,Shoots an icy spear that rains snowflakes,Spears,Pre-Golem
Obsidian_Swordfish,2331,Obsidian Swordfish,Melee,70,Strong,Very fast,FALSE,7,1 Gold Coin,Fishing,FALSE,,Spears,Pre-mechanical bosses
Onyx_Blaster,3788,Onyx Blaster,Ranged,24,Strong,Extremely slow,FALSE,4,5 Gold Coins,Crafting,FALSE,,Guns,Pre-mechanical bosses
Optic_Staff,2535,Optic Staff,Summon,24,Very weak,Very slow,TRUE,5,2 Gold Coins,Crafting,FALSE,Summons twins to fight for you,Summons,Pre-Plantera
Orange_Zapinator,4348,Orange Zapinator,Magic,100,Average,Very slow,FALSE,5,10 Gold Coins,Buy,FALSE,It might be broken',Magic Guns,Pre-mechanical bosses
Orichalcum_Halberd,1193,Orichalcum Halberd,Melee,46,Average,Fast,FALSE,4,1 Gold 65 Silver Coins,Crafting,FALSE,,Spears,Pre-mechanical bosses
Orichalcum_Repeater,1194,Orichalcum Repeater,Ranged,40,Very weak,Very fast,TRUE,4,2 Gold 20 Silver Coins,Crafting,FALSE,,Bows,Pre-mechanical bosses
Orichalcum_Sword,1192,Orichalcum Sword,Melee,59,Average,Fast,TRUE,4,2 Gold 53 Silver Coins,Crafting,FALSE,,Swords,Pre-mechanical bosses
Paintball_Gun,3350,Paintball Gun,Ranged,12,Extremely weak,Fast,FALSE,2,50 Silver Coins,Drop,FALSE,,Guns,Pre-Bosses
Paladin%27s_Hammer,1513,Paladin's Hammer,Melee,90,Very strong,Very fast,TRUE,8,10 Gold Coins,Drop,FALSE,A powerful returning hammer,Boomerangs,Pre-Golem
Palladium_Pike,1186,Palladium Pike,Melee,44,Average,Average,FALSE,4,1 Gold 20 Silver Coins,Crafting,FALSE,,Spears,Pre-mechanical bosses
Palladium_Repeater,1187,Palladium Repeater,Ranged,37,Very weak,Fast,TRUE,4,1 Gold 60 Silver Coins,Crafting,FALSE,,Bows,Pre-mechanical bosses
Palladium_Sword,1185,Palladium Sword,Melee,49,Average,Fast,TRUE,4,1 Gold 84 Silver Coins,Crafting,FALSE,,Swords,Pre-mechanical bosses
Palm_Wood_Bow,2515,Palm Wood Bow,Ranged,6,No knockback,Average,FALSE,0,20 Copper Coins,Crafting,FALSE,,Bows,Pre-Bosses
Palm_Wood_Sword,2517,Palm Wood Sword,Melee,8,Average,Very fast,FALSE,0,20 Copper Coins,Crafting,FALSE,,Swords,Pre-Bosses
Pearlwood_Bow,661,Pearlwood Bow,Ranged,12,No knockback,Very fast,FALSE,0,20 Copper Coins,Crafting,FALSE,,Bows,Pre-mechanical bosses
Pearlwood_Sword,659,Pearlwood Sword,Melee,30,Strong,Very fast,TRUE,0,20 Copper Coins,Crafting,FALSE,,Swords,Pre-mechanical bosses
Pew-matic_Horn,5117,Pew-matic Horn,Ranged,20,Extremely weak,Very fast,TRUE,2,1 Gold 50 Silver Coins,Drop,FALSE,Converts bullets into random stuff | 'ALLOWS WIRELESS TRANSFER OF INJURY!',Guns,Pre-Skeletron
Phantasm,3540,Phantasm,Ranged,50,Very weak,Very fast,TRUE,10,10 Gold Coins,Crafting,FALSE,66% chance to not consume ammo,Bows,Pre-Moon Lord
Phantom_Phoenix,3854,Phantom Phoenix,Ranged,32,Very weak,Very fast,TRUE,5,1 Gold Coin,Drop,FALSE,Harnesses the power of undying flames,Bows,Pre-Plantera
Phoenix_Blaster,219,Phoenix Blaster,Ranged,30,Very weak,Very fast,FALSE,3,3 Gold 50 Silver Coins,Crafting,FALSE,,Guns,Pre-Wall of Flesh
Piranha_Gun,1156,Piranha Gun,Ranged,38,Extremely weak,Average,FALSE,8,20 Gold Coins,Chest,FALSE,Latches on to enemies for continuous damage,Specialist,Pre-Golem
Pirate_Staff,2584,Pirate Staff,Summon,40,Average,Very slow,TRUE,5,1 Gold Coin,Drop,FALSE,Summons pirates to fight for you,Summons,Pre-mechanical bosses
Platinum_Bow,3480,Platinum Bow,Ranged,13,No knockback,Fast,FALSE,0,21 Silver Coins,Crafting,FALSE,,Bows,Pre-Bosses
Platinum_Broadsword,3484,Platinum Broadsword,Melee,16,Strong,Very fast,FALSE,0,27 Silver Coins,Crafting,TRUE,,Swords,Pre-Bosses
Platinum_Shortsword,3483,Platinum Shortsword,Melee,13,Average,Very fast,FALSE,0,21 Silver Coins,Crafting,FALSE,,Swords,Pre-Bosses
Poison_Staff,1308,Poison Staff,Magic,43,Average,Very slow,TRUE,6,4 Gold Coins,Drop,TRUE,Shoots a poison fang that pierces multiple enemies,Wands,Pre-mechanical bosses
Possessed_Hatchet,1122,Possessed Hatchet,Melee,80,Average,Very fast,TRUE,7,7 Gold Coins,Drop,FALSE,Chases after your enemy,Boomerangs,Pre-Lunatic Cultist
Proximity_Mine_Launcher,760,Proximity Mine Launcher,Ranged,80,Weak,Extremely slow,TRUE,8,7 Gold Coins,Buy,FALSE,Mines deal triple damage when armed,Launchers,Pre-Golem
Psycho_Knife,3106,Psycho Knife,Melee,85,Weak,Insanely fast,TRUE,8,10 Gold Coins,Drop,FALSE,Allows you to go into stealth mode,Swords,Pre-Golem
Pulse_Bow,2223,Pulse Bow,Ranged,80,Very weak,Very fast,TRUE,8,9 Gold Coins,Buy,FALSE,Shoots a charged arrow,Bows,Pre-Plantera
Purple_Clubberfish,2330,Purple Clubberfish,Melee,35,Very strong,Slow,TRUE,1,1 Gold Coin,Fishing,FALSE,,Swords,Pre-Bosses
Pygmy_Staff,1157,Pygmy Staff,Summon,40,Very weak,Average,TRUE,7,7 Gold Coins,Drop,FALSE,Summons a Pygmy to fight for you,Summons,Pre-Golem
Quad-Barrel_Shotgun,4703,Quad-Barrel Shotgun,Ranged,14,Strong,Extremely slow,FALSE,3,7 Gold Coins,Buy,FALSE,When 2 or 3 just doesn't cut it',Guns,Pre-Wall of Flesh
Queen_Spider_Staff,2366,Queen Spider Staff,Summon,26,Very strong,Average,FALSE,4,5 Gold Coins,Crafting,FALSE,Summons a sentry | Summons a spider queen to spit eggs at your enemies,Sentries,Pre-mechanical bosses
Rainbow_Crystal_Staff,3571,Rainbow Crystal Staff,Summon,130,Very strong,Average,FALSE,10,10 Gold Coins,Drop,FALSE,"Summons a sentry | Summons a radiant crystal that banishes your enemies | 'The colors, Duke, the colors!'",Sentries,Endgame
Rainbow_Gun,1260,Rainbow Gun,Magic,45,Very weak,Very slow,FALSE,8,20 Gold Coins,Chest,FALSE,Shoots a rainbow that does continuous damage,Magic Guns,Pre-Golem
Rainbow_Rod,495,Rainbow Rod,Magic,50,Average,Fast,FALSE,5,4 Gold Coins,Crafting,FALSE,Casts a controllable rainbow,Wands,Pre-Plantera
Rally,3285,Rally,Melee,14,Weak,Fast,FALSE,1,50 Silver Coins,Drop,FALSE,,Yoyos,Pre-Bosses
Raven_Staff,1802,Raven Staff,Summon,55,Very weak,Average,TRUE,8,10 Gold Coins,Drop,FALSE,Summons a raven to fight for you,Summons,Pre-Golem
Razorblade_Typhoon,2622,Razorblade Typhoon,Magic,85,Average,Very slow,TRUE,8,5 Gold Coins,Drop,FALSE,Casts fast moving razorwheels,Spell Tomes,Pre-Lunatic Cultist
Razorpine,1930,Razorpine,Magic,48,Weak,Insanely fast,TRUE,8,9 Gold Coins,Drop,FALSE,Shoots razor sharp pine needles,Wands,Pre-Golem
Red_Ryder,1870,Red Ryder,Ranged,20,Weak,Very slow,TRUE,1,2 Gold Coins,Chest,FALSE,Don't shoot your eye out!',Guns,Pre-Bosses
Red%27s_Throw,3287,Red's Throw,Melee,70,Average,Fast,FALSE,9,4 Gold Coins,Drop,FALSE,Great for impersonating devs!',Yoyos,Pre-Plantera
Resonance_Scepter,5065,Resonance Scepter,Magic,70,Average,Fast,TRUE,5,10 Gold Coins,Drop,FALSE,,Wands,Pre-Golem
Revolver,2269,Revolver,Ranged,20,Weak,Fast,FALSE,2,2 Gold Coins,Buy,FALSE,,Guns,Pre-Bosses
Rich_Mahogany_Bow,658,Rich Mahogany Bow,Ranged,6,No knockback,Average,FALSE,0,20 Copper Coins,Crafting,FALSE,,Bows,Pre-Bosses
Rich_Mahogany_Sword,656,Rich Mahogany Sword,Melee,8,Average,Very fast,FALSE,0,20 Copper Coins,Crafting,FALSE,,Swords,Pre-Bosses
Rocket_Launcher,759,Rocket Launcher,Ranged,55,Weak,Average,TRUE,8,8 Gold Coins,Drop,FALSE,Does extra damage on a direct hit,Launchers,Pre-Golem
Ruby_Staff,743,Ruby Staff,Magic,21,Average,Average,TRUE,1,40 Silver Coins,Crafting,FALSE,,Wands,Pre-Bosses
Ruler,486,Ruler,Melee,12,Extremely weak,Very fast,TRUE,1,2 Silver Coins,Buy,FALSE,,Swords,Pre-Bosses
S.D.M.G.,1553,S.D.M.G.,Ranged,85,Very weak,Insanely fast,TRUE,10,15 Gold Coins,Drop,FALSE,66% chance to not consume ammo | 'It came from the edge of space',Guns,Endgame
Sandgun,266,Sandgun,Ranged,30,Average,Very fast,TRUE,2,20 Silver Coins,Crafting,FALSE,This is a good idea!',Specialist,Pre-Bosses
Sanguine_Staff,4269,Sanguine Staff,Summon,35,Very weak,Very slow,TRUE,4,5 Gold Coins,Drop,FALSE,Summons a sanguine bat to fight for you,Summons,Pre-mechanical bosses
Sapphire_Staff,741,Sapphire Staff,Magic,18,Weak,Slow,TRUE,1,20 Silver Coins,Crafting,FALSE,,Wands,Pre-Bosses
Scourge_of_the_Corruptor,1571,Scourge of the Corruptor,Melee,70,Average,Very fast,TRUE,8,20 Gold Coins,Chest,FALSE,A powerful javelin that unleashes tiny eaters,,Pre-Golem
Seedler,3018,Seedler,Melee,50,Average,Fast,TRUE,5,10 Gold Coins,Drop,TRUE,,Swords,Pre-Golem
Sergeant_United_Shield,4760,Sergeant United Shield,Melee,80,Very weak,Very slow,FALSE,5,7 Gold Coins,Buy,FALSE,I can do this all day',Boomerangs,Pre-mechanical bosses
Shadewood_Bow,923,Shadewood Bow,Ranged,8,No knockback,Average,FALSE,0,20 Copper Coins,Crafting,FALSE,,Bows,Pre-Bosses
Shadewood_Sword,921,Shadewood Sword,Melee,11,Average,Very fast,FALSE,0,20 Copper Coins,Crafting,FALSE,,Swords,Pre-Bosses
Shadow_Jousting_Lance,4789,Shadow Jousting Lance,Melee,130,Insane,Fast,FALSE,8,10 Gold Coins,Drop,FALSE,Build momentum to increase attack power,,Pre-Golem
Shadowbeam_Staff,1444,Shadowbeam Staff,Magic,80,Weak,Very fast,TRUE,8,6 Gold Coins,Drop,FALSE,Creates a shadow beam that bounces off walls,Wands,Pre-Golem
Shadowflame_Bow,3052,Shadowflame Bow,Ranged,47,Average,Very fast,TRUE,5,2 Gold Coins,Drop,FALSE,Shoots Shadowflame Arrows,Bows,Pre-mechanical bosses
Shadowflame_Hex_Doll,3053,Shadowflame Hex Doll,Magic,32,Weak,Fast,TRUE,5,2 Gold Coins,Drop,FALSE,Summons Shadowflame tentacles to strike your foes,,Pre-mechanical bosses
Shadowflame_Knife,3054,Shadowflame Knife,Melee,38,Average,Very fast,TRUE,5,2 Gold Coins,Drop,FALSE,Inflicts Shadowflame on hit,,Pre-mechanical bosses
Shotgun,534,Shotgun,Ranged,24,Strong,Very slow,FALSE,4,5 Gold Coins,Buy,TRUE,Fires a spread of bullets,Guns,Pre-mechanical bosses
Shroomerang,4764,Shroomerang,Melee,23,Strong,Very fast,FALSE,1,60 Silver Coins,Drop,TRUE,,Boomerangs,Pre-Bosses
Silver_Bow,3510,Silver Bow,Ranged,9,No knockback,Average,FALSE,0,7 Silver Coins,Crafting,FALSE,,Bows,Pre-Bosses
Silver_Broadsword,3514,Silver Broadsword,Melee,14,Average,Very fast,FALSE,0,9 Silver Coins,Crafting,FALSE,,Swords,Pre-Bosses
Silver_Shortsword,3513,Silver Shortsword,Melee,9,Weak,Very fast,FALSE,0,7 Silver Coins,Crafting,FALSE,,Swords,Pre-Bosses
Sky_Dragon%27s_Fury,3858,Sky Dragon's Fury,Melee,140,Average,Average,TRUE,8,5 Gold Coins,Drop,FALSE,Right click while holding for an alternate attack!,,Pre-Lunatic Cultist
Sky_Fracture,3787,Sky Fracture,Magic,38,Average,Very fast,TRUE,4,6 Gold Coins,Crafting,FALSE,,Wands,Pre-mechanical bosses
Slap_Hand,3258,Slap Hand,Melee,55,Insane,Very fast,TRUE,4,5 Gold Coins,Buy,FALSE,,Swords,Pre-mechanical bosses
Sleepy_Octopod,3835,Sleepy Octopod,Melee,50,Strong,Average,TRUE,5,1 Gold Coin,Drop,FALSE,Charges power as it is swung to smash enemies,,Pre-Plantera
Slime_Staff,1309,Slime Staff,Summon,8,Very weak,Average,TRUE,4,2 Gold Coins,Drop,FALSE,Summons a baby slime to fight for you,Summons,Pre-Bosses
Snapthorn,4913,Snapthorn,Summon,18,Extremely weak,Average,FALSE,3,1 Gold Coin,Crafting,FALSE,6 summon tag damage | Your summons will focus struck enemies | Strike enemies to gain attack speed,Whips,Pre-Bosses
Sniper_Rifle,1254,Sniper Rifle,Ranged,185,Very strong,Very slow,FALSE,8,8 Gold Coins,Drop,FALSE,"Shoots a powerful, high velocity bullet | Right click to zoom out",Guns,Pre-Golem
Snowball_Cannon,1319,Snowball Cannon,Ranged,10,Extremely weak,Very fast,TRUE,1,2 Gold Coins,Chest,FALSE,,Specialist,Pre-Bosses
Snowman_Cannon,1946,Snowman Cannon,Ranged,67,Weak,Very fast,TRUE,8,9 Gold Coins,Drop,FALSE,Launches homing missiles,Launchers,Pre-Golem
Solar_Eruption,3473,Solar Eruption,Melee,105,Very weak,Very fast,TRUE,10,10 Gold Coins,Crafting,FALSE,Strike with the fury of the sun',Flails,Pre-Moon Lord
Space_Gun,127,Space Gun,Magic,17,Extremely weak,Very fast,TRUE,1,40 Silver Coins,Crafting,FALSE,,Magic Guns,Pre-Skeletron
Spear,280,Spear,Melee,8,Strong,Slow,FALSE,0,2 Silver Coins,Chest,TRUE,,Spears,Pre-Bosses
Spectre_Staff,1446,Spectre Staff,Magic,65,Average,Fast,TRUE,8,6 Gold Coins,Drop,FALSE,Summons a lost soul to chase your foes,Wands,Pre-Golem
Spider_Staff,2551,Spider Staff,Summon,26,Very weak,Very slow,TRUE,4,1 Gold Coin,Crafting,FALSE,Summons spiders to fight for you,Summons,Pre-mechanical bosses
Spinal_Tap,5074,Spinal Tap,Summon,27,Very weak,Average,FALSE,2,1 Gold 50 Silver Coins,Crafting,FALSE,7 summon tag damage | Your summons will focus struck enemies | Performs better against multiple targets than most whips | 'This goes to eleven',Whips,Pre-Wall of Flesh
Spirit_Flame,3779,Spirit Flame,Magic,85,Average,Fast,TRUE,4,1 Gold Coin,Crafting,FALSE,,,Pre-mechanical bosses
Staff_of_Earth,1296,Staff of Earth,Magic,125,Very strong,Fast,FALSE,7,7 Gold Coins,Drop,FALSE,Summons a powerful boulder,Wands,Pre-Lunatic Cultist
Staff_of_the_Frost_Hydra,1572,Staff of the Frost Hydra,Summon,100,Very strong,Average,FALSE,8,20 Gold Coins,Chest,FALSE,Summons a sentry | Summons a powerful frost hydra to spit ice at your enemies,Sentries,Pre-Golem
Stake_Launcher,1835,Stake Launcher,Ranged,75,Strong,Very fast,TRUE,8,10 Gold Coins,Drop,FALSE,,Bows,Pre-Golem
Star_Cannon,197,Star Cannon,Ranged,55,Very weak,Very fast,TRUE,2,10 Gold Coins,Crafting,TRUE,Shoots fallen stars,Specialist,Pre-Skeletron
Star_Wrath,3065,Star Wrath,Melee,170,Strong,Very fast,TRUE,10,20 Gold Coins,Drop,TRUE,Causes stars to rain from the sky,Swords,Endgame
Stardust_Cell_Staff,3474,Stardust Cell Staff,Summon,60,Very weak,Very slow,TRUE,10,10 Gold Coins,Crafting,FALSE,Summons a stardust cell to fight for you | 'Cultivate the most beautiful cellular infection',Summons,Pre-Moon Lord
